course_code,skill_uri,skill_label,concept_type,rrf_score,rerank_score,combined_score,tier,confidence_level,decision,reject_reason,evidence_ids,extraction_sources
IT6217_BS,http://data.europa.eu/esco/skill/89f6560b-2194-45c9-9ece-d33049a73eef,computer engineering,knowledge,0.041282,0.977254,0.696462,PRIMARY,HIGH,accepted,,IT6217_BS_MOTA_MAIN;IT6217_BS_BAIHOC_L15,escoxlmr_knowledge
IT6217_BS,http://data.europa.eu/esco/skill/65e58886-bd1e-4c5b-8ca5-8d9b353c8aa1,data visualisation software,knowledge,0.041514,0.964643,0.687704,SECONDARY,MED,accepted,,IT6217_BS_BAIHOC_L15;IT6217_BS_BAIHOC_L17,escoxlmr_knowledge;escoxlmr_skill
IT6217_BS,http://data.europa.eu/esco/skill/1b3fc0e0-c6f9-45fc-9c6e-14bbba662979,develop information standards,skill,0.058741,0.961541,0.690701,PRIMARY,HIGH,accepted,,IT6217_BS_MOTA_MAIN;IT6217_BS_BAIHOC_L15;IT6217_BS_BAIHOC_L17,escoxlmr_skill;escoxlmr_knowledge
IT6217_BS,http://data.europa.eu/esco/skill/c55caed2-de9e-4a25-819e-a0b0e83fba1b,give live presentation,skill,0.053591,0.963502,0.690529,PRIMARY,HIGH,accepted,,IT6217_BS_MOTA_MAIN;IT6217_BS_BAIHOC_L15;IT6217_BS_BAIHOC_L17,escoxlmr_skill;escoxlmr_knowledge
IT6217_BS,http://data.europa.eu/esco/skill/c3687b34-fe53-4db2-ad1b-5055a6c5b6fd,organise project meetings,skill,0.040763,0.982982,0.700316,PRIMARY,HIGH,accepted,,IT6217_BS_MOTA_MAIN;IT6217_BS_BAIHOC_L17;IT6217_BS_BAIHOC_L19,escoxlmr_skill
IT6217_BS,http://data.europa.eu/esco/skill/385479b7-5da5-4367-9763-0d15b41bb65b,provide user documentation,skill,0.049878,0.951001,0.680664,PRIMARY,HIGH,accepted,,IT6217_BS_MOTA_MAIN;IT6217_BS_BAIHOC_L15;IT6217_BS_BAIHOC_L17,escoxlmr_skill;escoxlmr_knowledge
IT6217_BS,http://data.europa.eu/esco/skill/78a74fd1-efc6-49dc-adb1-1b0fbe35c22c,provide software testing documentation,skill,0.042357,0.958031,0.683329,PRIMARY,HIGH,accepted,,IT6217_BS_MOTA_MAIN;IT6217_BS_BAIHOC_L17,escoxlmr_skill
IT6217_BS,http://data.europa.eu/esco/skill/c3e36d05-8ae8-447f-bb2b-6f9409f85389,deliver visual presentation of data,skill,0.058959,0.934538,0.671864,PRIMARY,HIGH,accepted,,IT6217_BS_MOTA_MAIN;IT6217_BS_BAIHOC_L15;IT6217_BS_BAIHOC_L17,escoxlmr_skill;escoxlmr_knowledge
IT6217_BS,http://data.europa.eu/esco/skill/a47d194d-0ffd-4aaa-b695-fbbe0255000e,design information system,skill,0.047516,0.951933,0.680608,PRIMARY,HIGH,accepted,,IT6217_BS_MOTA_MAIN;IT6217_BS_BAIHOC_L15,escoxlmr_skill;escoxlmr_knowledge
IT6217_BS,http://data.europa.eu/esco/skill/64db87c7-2360-4e20-88d3-d222402e477c,write database documentation,skill,0.054537,0.913917,0.656103,PRIMARY,HIGH,accepted,,IT6217_BS_MOTA_MAIN;IT6217_BS_BAIHOC_L15;IT6217_BS_BAIHOC_L17,escoxlmr_knowledge;escoxlmr_skill
IT6217_BS,http://data.europa.eu/esco/skill/696e3b5b-8b61-45af-ae4c-3ab700f197ec,information extraction,knowledge,0.042084,0.905137,0.646221,PRIMARY,HIGH,accepted,,IT6217_BS_MOTA_MAIN;IT6217_BS_BAIHOC_L15,escoxlmr_knowledge
