source_id,target_id,type,evidence_ids,retrieval_score,validation_confidence
BM6091,http://data.europa.eu/esco/skill/7111b95d-0ce3-441a-9d92-4c75d05c4388,TEACHES_KNOWLEDGE,,0.992440938949585,0.8363586207232847
BM6091,http://data.europa.eu/esco/skill/7d35602d-bc94-4975-aa7c-f4e8e05ce8e0,TEACHES_KNOWLEDGE,,0.9468052387237549,0.7278124795528711
BS6001,http://data.europa.eu/esco/skill/93aaf65c-5aad-4e6f-a7ba-ce9bf7c0e6e6,TEACHES_KNOWLEDGE,,0.9691912531852722,0.7364168232380518
BS6001,http://data.europa.eu/esco/skill/0760bfac-9a03-427a-ad84-ccd33a2f2ae8,TEACHES_KNOWLEDGE,,0.9820560812950134,0.7413709615822764
BS6001,http://data.europa.eu/esco/skill/6360a934-cc87-4954-9656-b32db20592e3,TEACHES_KNOWLEDGE,,0.9594277739524841,0.7194786193261206
BS6002,http://data.europa.eu/esco/skill/6360a934-cc87-4954-9656-b32db20592e3,TEACHES_KNOWLEDGE,,0.9718568921089172,0.7052773329244453
BS6002,http://data.europa.eu/esco/skill/0760bfac-9a03-427a-ad84-ccd33a2f2ae8,TEACHES_KNOWLEDGE,,0.9764392375946045,0.7078442948662964
BS6002,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,TEACHES_KNOWLEDGE,,0.8568792343139648,0.6264870524649759
BS6002,http://data.europa.eu/esco/skill/7482a123-e801-48de-9733-262125671410,TEACHES_KNOWLEDGE,,0.8051782846450806,0.5964633620573014
BS6019,http://data.europa.eu/esco/skill/ed3f3dba-3a35-4ed5-b113-67f4d10ef4c8,TEACHES_KNOWLEDGE,,0.9939312934875488,0.8710781418499635
BS6019,http://data.europa.eu/esco/skill/7159e587-c7cb-4ec0-a662-03e1dee2cccb,TEACHES_KNOWLEDGE,,0.9768004417419434,0.834087332936098
BS6019,http://data.europa.eu/esco/skill/74e49482-75e8-4637-bdb1-fff868d02f7a,TEACHES_KNOWLEDGE,,0.8551061749458313,0.7371451118658292
BS6020,http://data.europa.eu/esco/skill/5c606d18-6404-4047-b235-350f18e11827,TEACHES_KNOWLEDGE,,0.9509251117706299,0.7470217979029546
BS6020,http://data.europa.eu/esco/skill/b011c8b4-76e1-4bbc-8bb9-1d205e7b618a,TEACHES_KNOWLEDGE,,0.9836235046386719,0.7420121745918262
BS6038,http://data.europa.eu/esco/skill/0760bfac-9a03-427a-ad84-ccd33a2f2ae8,TEACHES_KNOWLEDGE,,0.9612526893615723,0.7162679106474071
BS6038,http://data.europa.eu/esco/skill/6360a934-cc87-4954-9656-b32db20592e3,TEACHES_KNOWLEDGE,,0.9740785956382751,0.7247279779654489
BS6038,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,TEACHES_KNOWLEDGE,,0.9369497895240784,0.7017545324035025
BS6038,http://data.europa.eu/esco/skill/7482a123-e801-48de-9733-262125671410,TEACHES_KNOWLEDGE,,0.9460092186927795,0.6990622289148904
BS6042,http://data.europa.eu/esco/skill/68ef0e4d-5542-4e64-84f4-752cce5a3c22,TEACHES_KNOWLEDGE,,0.9944287538528442,0.7410889728237102
BS6042,http://data.europa.eu/esco/skill/7ee4c2ea-b349-4bd2-81a3-ec31475d4833,TEACHES_KNOWLEDGE,,0.9914402961730957,0.7392483691758223
BS6042,http://data.europa.eu/esco/skill/6360a934-cc87-4954-9656-b32db20592e3,TEACHES_KNOWLEDGE,,0.9708039164543152,0.7355690362652978
BS6042,http://data.europa.eu/esco/skill/7482a123-e801-48de-9733-262125671410,TEACHES_KNOWLEDGE,,0.9182854294776917,0.6784195752710143
BS6042,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,TEACHES_KNOWLEDGE,,0.8947817087173462,0.668612944270808
BS6042,http://data.europa.eu/esco/skill/0760bfac-9a03-427a-ad84-ccd33a2f2ae8,TEACHES_KNOWLEDGE,,0.8030630350112915,0.6018756848787425
BS6054,http://data.europa.eu/esco/skill/6360a934-cc87-4954-9656-b32db20592e3,TEACHES_KNOWLEDGE,,0.9856518507003784,0.7208205890424868
BS6054,http://data.europa.eu/esco/skill/0760bfac-9a03-427a-ad84-ccd33a2f2ae8,TEACHES_KNOWLEDGE,,0.9859718680381775,0.7232958300746829
IT6203,http://data.europa.eu/esco/skill/f9a6f35b-01a7-40c9-8b61-b6ee46f97272,TEACHES_KNOWLEDGE,,0.9726328253746033,0.7023229186506945
IT6204,http://data.europa.eu/esco/skill/fae27053-8924-4bfd-b565-c9fe502044c9,TEACHES_KNOWLEDGE,,0.9957243204116821,0.763653956455413
IT6204,http://data.europa.eu/esco/skill/09f2f811-a3fb-4de3-a70f-6420a6935575,TEACHES_KNOWLEDGE,,0.9971421360969543,0.7443861383852186
IT6204,http://data.europa.eu/esco/skill/ca73ac82-867a-4afa-9732-834aebe896ff,TEACHES_KNOWLEDGE,,0.9839287996292114,0.7372975861485486
IT6204,http://data.europa.eu/esco/skill/de0be6e8-644c-4cc9-9c8d-925dd98dda56,TEACHES_KNOWLEDGE,,0.9945669174194336,0.7479998500845597
IT6204,http://data.europa.eu/esco/skill/7193cb6d-8334-494f-86e5-21e6d03a47c3,TEACHES_KNOWLEDGE,,0.9522626996040344,0.7189214171169972
IT6205,http://data.europa.eu/esco/skill/d6d3fee7-47e2-47f4-a0ec-6c75f28c6abd,TEACHES_KNOWLEDGE,,0.995964527130127,0.7135159408278836
IT6205,http://data.europa.eu/esco/skill/1d86f05e-e9cc-40ce-99d8-2b21cc71b16b,TEACHES_KNOWLEDGE,,0.9876515865325928,0.709058234268791
IT6205,http://data.europa.eu/esco/skill/72a74f69-5cf1-43c5-99b9-62a444578919,TEACHES_KNOWLEDGE,,0.9800538420677185,0.6979638991248223
IT6205,http://data.europa.eu/esco/skill/a846cb9e-c152-41e7-bd34-45e7ff941e3b,TEACHES_KNOWLEDGE,,0.9798879623413086,0.6977280704311812
IT6206,http://data.europa.eu/esco/skill/6f1edc19-191f-4ba5-a048-ee69aff05bab,TEACHES_KNOWLEDGE,,0.9923987984657288,0.7279158735677351
IT6206,http://data.europa.eu/esco/skill/8ff015a0-98ea-4d80-a23e-1f68110a919e,TEACHES_KNOWLEDGE,,0.9911310076713562,0.7181454109042504
IT6206,http://data.europa.eu/esco/skill/1d86f05e-e9cc-40ce-99d8-2b21cc71b16b,TEACHES_KNOWLEDGE,,0.9794024229049683,0.7115486279549097
IT6206,http://data.europa.eu/esco/skill/fb7aee4d-f6c6-4a87-8e9d-8e542b3771f8,TEACHES_KNOWLEDGE,,0.9919226169586182,0.7180726412868617
IT6206,http://data.europa.eu/esco/skill/b105ec9b-0857-41d6-8d07-a83e58b73d90,TEACHES_KNOWLEDGE,,0.9652824997901917,0.7069554190202513
IT6207,http://data.europa.eu/esco/skill/ccdbd9bb-4faf-403c-a968-e8bf487f8a53,TEACHES_KNOWLEDGE,,0.9874667525291443,0.7268880058745364
IT6207,http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2,TEACHES_KNOWLEDGE,,0.9500903487205505,0.6910907584993029
IT6208,http://data.europa.eu/esco/skill/1bba98a7-92b9-450b-9235-e0c905f8f3c4,TEACHES_KNOWLEDGE,,0.9625583291053772,0.7036631411855785
IT6208,http://data.europa.eu/esco/skill/397da142-ab35-48fe-b154-7c38f447adfb,TEACHES_KNOWLEDGE,,0.9887112379074097,0.7178953173402624
IT6208,http://data.europa.eu/esco/skill/ccdbd9bb-4faf-403c-a968-e8bf487f8a53,TEACHES_KNOWLEDGE,,0.9832525253295898,0.7123060244538312
IT6208,http://data.europa.eu/esco/skill/a3ce2bf7-5562-4639-9b52-fdb4850a3904,TEACHES_KNOWLEDGE,,0.9810436367988586,0.7122411655223654
IT6217,http://data.europa.eu/esco/skill/89f6560b-2194-45c9-9ece-d33049a73eef,TEACHES_KNOWLEDGE,,0.9843320846557617,0.7107498111275946
IT6217,http://data.europa.eu/esco/skill/7b5cce4d-c7fe-4119-b48f-70aa05391787,TEACHES_KNOWLEDGE,,0.9736880660057068,0.6997304292778613
IT6217,http://data.europa.eu/esco/skill/9ce670ec-318c-4a91-9179-03437db728dc,TEACHES_KNOWLEDGE,,0.9082541465759277,0.654925284812381
IT6217,http://data.europa.eu/esco/skill/348b74cd-49ce-4844-8bdf-ec188b497213,TEACHES_KNOWLEDGE,,0.8700993061065674,0.6303539986107118
IT6217,http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,TEACHES_KNOWLEDGE,,0.7731849551200867,0.5597456048542622
IT6218,http://data.europa.eu/esco/skill/ab1e97ed-2319-4293-a8b7-072d2648822f,TEACHES_KNOWLEDGE,,0.9859148263931274,0.8073430802253729
IT6218,http://data.europa.eu/esco/skill/9ef0f3a0-9ce2-4ef1-a987-0366b5cb2dbe,TEACHES_KNOWLEDGE,,0.9864606857299805,0.7668970818096927
IT6218,http://data.europa.eu/esco/skill/9cf681c7-89ec-470c-b651-7fe03786f586,TEACHES_KNOWLEDGE,,0.9823020696640015,0.76404882148823
IT6218,http://data.europa.eu/esco/skill/c062bab3-3ea0-4291-9220-a2d8fef4bead,TEACHES_KNOWLEDGE,,0.9349179267883301,0.7598282610025121
IT6218,http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576,TEACHES_KNOWLEDGE,,0.9826830625534058,0.7621868836050562
SC6013,http://data.europa.eu/esco/skill/ccb2e5f2-4279-48fd-9d85-a1db42ff1e13,TEACHES_KNOWLEDGE,,0.9945429563522339,0.8305385765604543
SC6013,http://data.europa.eu/esco/skill/7111b95d-0ce3-441a-9d92-4c75d05c4388,TEACHES_KNOWLEDGE,,0.9933138489723206,0.8286633122246949
SC6013,http://data.europa.eu/esco/skill/d5a59ca8-2e91-472e-8571-d12ce4478679,TEACHES_KNOWLEDGE,,0.9913642406463623,0.8318074022223688
SC6013,http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9,TEACHES_KNOWLEDGE,,0.9925561547279358,0.817820981559603
SC6013,http://data.europa.eu/esco/skill/94dd823c-148e-4614-a6e8-99249b16357d,TEACHES_KNOWLEDGE,,0.9932942986488342,0.7926983963637197
SC6013,http://data.europa.eu/esco/skill/7d35602d-bc94-4975-aa7c-f4e8e05ce8e0,TEACHES_KNOWLEDGE,,0.972892165184021,0.7890722120877366
SC6013,http://data.europa.eu/esco/skill/6eff134b-e34f-4d6e-a6e8-5e47cf2228d0,TEACHES_KNOWLEDGE,,0.9887414574623108,0.7678927858921285
SC6014,http://data.europa.eu/esco/skill/7111b95d-0ce3-441a-9d92-4c75d05c4388,TEACHES_KNOWLEDGE,,0.9913619160652161,0.7441852429286808
SC6014,http://data.europa.eu/esco/skill/fae27053-8924-4bfd-b565-c9fe502044c9,TEACHES_KNOWLEDGE,,0.988872230052948,0.7435819548072231
SC6014,http://data.europa.eu/esco/skill/94dd823c-148e-4614-a6e8-99249b16357d,TEACHES_KNOWLEDGE,,0.9930282235145569,0.7360770037679932
SC6014,http://data.europa.eu/esco/skill/b105ec9b-0857-41d6-8d07-a83e58b73d90,TEACHES_KNOWLEDGE,,0.9127627015113831,0.6960142049464066
SC6016,http://data.europa.eu/esco/skill/1d86f05e-e9cc-40ce-99d8-2b21cc71b16b,TEACHES_KNOWLEDGE,,0.9574065804481506,0.7040406291219734
SC6019,http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01,TEACHES_KNOWLEDGE,,0.9892715215682983,0.8380314713105252
SC6019,http://data.europa.eu/esco/skill/ecc4552a-92c5-4222-b18d-faf5ac841080,TEACHES_KNOWLEDGE,,0.9689354300498962,0.8259633440944458
SC6019,http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180,TEACHES_KNOWLEDGE,,0.9751228094100952,0.8137417492037529
SC6019,http://data.europa.eu/esco/skill/68ef0e4d-5542-4e64-84f4-752cce5a3c22,TEACHES_KNOWLEDGE,,0.9926342368125916,0.7918737220577976
SC6019,http://data.europa.eu/esco/skill/0760bfac-9a03-427a-ad84-ccd33a2f2ae8,TEACHES_KNOWLEDGE,,0.9925841093063354,0.7619566497451313
SC6019,http://data.europa.eu/esco/skill/5608d5a0-6d5e-43b7-be37-616501729bb4,TEACHES_KNOWLEDGE,,0.9622581005096436,0.7375535384788562
SC6019,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,TEACHES_KNOWLEDGE,,0.9774338603019714,0.744281431122398
